codigoestacion,fecha,departamento,valorobservado,nombreestacion,latitud,longitud
15035020,2020-05-07,LA GUAJIRA,1.5055555555555555,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-08,LA GUAJIRA,1.75625,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-09,LA GUAJIRA,1.8458333333333334,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-10,LA GUAJIRA,1.9437499999999999,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-11,LA GUAJIRA,1.8569444444444443,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-12,LA GUAJIRA,1.620138888888889,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-13,LA GUAJIRA,2.207638888888889,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-14,LA GUAJIRA,1.4867132867132866,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-15,LA GUAJIRA,1.776388888888889,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-16,LA GUAJIRA,1.8131944444444446,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-17,LA GUAJIRA,1.8131944444444446,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-18,LA GUAJIRA,1.9458333333333333,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-19,LA GUAJIRA,1.7597222222222222,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-20,LA GUAJIRA,1.4027777777777777,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-21,LA GUAJIRA,1.4479166666666667,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-22,LA GUAJIRA,1.8319444444444446,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-23,LA GUAJIRA,1.6090277777777777,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-24,LA GUAJIRA,1.432638888888889,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-25,LA GUAJIRA,1.5104166666666667,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-26,LA GUAJIRA,1.3090277777777777,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-27,LA GUAJIRA,1.5437500000000002,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-28,LA GUAJIRA,1.5583333333333333,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-29,LA GUAJIRA,1.7784722222222225,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-30,LA GUAJIRA,1.688888888888889,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-05-31,LA GUAJIRA,0.9069444444444444,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-01,LA GUAJIRA,1.4958333333333333,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-02,LA GUAJIRA,1.2965277777777777,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-03,LA GUAJIRA,1.3993055555555556,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-04,LA GUAJIRA,1.4340277777777777,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-05,LA GUAJIRA,1.4479166666666667,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-06,LA GUAJIRA,1.4472222222222222,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-07,LA GUAJIRA,1.738888888888889,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-08,LA GUAJIRA,1.4694444444444443,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-09,LA GUAJIRA,1.5395833333333333,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-10,LA GUAJIRA,1.2618055555555554,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-11,LA GUAJIRA,1.275,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-12,LA GUAJIRA,1.2118055555555556,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-13,LA GUAJIRA,1.2722222222222221,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-14,LA GUAJIRA,1.4636363636363636,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-15,LA GUAJIRA,1.7333333333333334,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-16,LA GUAJIRA,2.2743055555555554,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-17,LA GUAJIRA,1.2527777777777778,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-18,LA GUAJIRA,3.0166666666666666,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-19,LA GUAJIRA,1.8659722222222221,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-20,LA GUAJIRA,2.379166666666667,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-21,LA GUAJIRA,3.578472222222222,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-22,LA GUAJIRA,5.061111111111111,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-23,LA GUAJIRA,4.699305555555556,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-24,LA GUAJIRA,3.8687500000000004,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-25,LA GUAJIRA,3.8486111111111114,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-26,LA GUAJIRA,3.7840277777777778,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-27,LA GUAJIRA,4.109027777777778,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-28,LA GUAJIRA,2.634722222222222,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-29,LA GUAJIRA,2.5055555555555555,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-06-30,LA GUAJIRA,1.7173611111111111,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-01,LA GUAJIRA,1.5840277777777778,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-02,LA GUAJIRA,1.9583333333333333,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-03,LA GUAJIRA,2.191666666666667,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-04,LA GUAJIRA,2.8354166666666667,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-05,LA GUAJIRA,1.4812500000000002,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
15035020,2020-07-06,LA GUAJIRA,2.2381944444444444,TERMOGUAJIRA  - AUT,11.2525,-73.41138889
